tenure,avgmonthlyspend,MonthlyCharges,InternetService_Fiber optic,Contract_Two year,PaymentMethod_Electronic check,gender,PaperlessBilling,Contract_One year,OnlineSecurity_Yes,Partner,TechSupport_Yes,OnlineBackup_Yes,SeniorCitizen,DeviceProtection_Yes,Churn
23,91.37083333333334,95.3,1,0,0,1,0,0,0,0,0,1,0,0,0
1,9.925,19.85,0,0,0,1,0,0,0,0,0,0,0,0,0
45,83.87065217391304,84.35,0,1,0,1,1,0,1,1,1,1,0,1,0
39,21.369999999999997,19.85,0,1,0,0,1,0,0,1,0,0,0,0,0
5,57.9,70.0,0,0,0,1,1,1,0,0,0,0,0,1,1
72,79.65958904109588,82.3,0,1,0,1,0,0,1,1,1,1,0,1,0
58,67.2949152542373,66.8,0,0,0,0,1,0,0,1,0,1,0,0,0
70,43.072535211267606,44.6,0,1,0,0,1,0,1,0,1,1,0,1,0
61,99.11612903225806,98.45,1,0,0,1,1,1,0,1,1,1,0,0,0
2,43.06666666666666,70.7,1,0,0,1,0,0,0,0,0,0,0,0,0
46,24.806382978723406,24.95,0,0,0,0,0,1,0,1,0,0,0,0,0
1,24.975,49.95,0,0,0,0,1,0,0,0,0,0,0,0,1
22,67.56521739130434,69.25,1,0,1,0,1,0,0,1,0,0,0,0,1
48,100.08673469387755,102.5,1,1,0,0,1,0,1,0,1,0,0,1,0
64,86.65461538461538,86.55,0,1,0,1,0,0,0,0,1,1,0,1,0
72,22.51027397260274,24.3,0,1,0,1,0,0,0,1,0,0,0,0,0
12,56.965384615384615,58.35,0,0,0,0,1,0,0,1,0,0,0,1,0
34,91.93,94.25,1,0,1,0,1,0,0,1,0,1,1,1,1
72,66.96164383561644,68.75,0,1,0,0,0,0,1,1,0,1,0,1,0
29,81.34166666666667,85.8,1,0,1,1,1,0,0,1,0,1,0,1,0
33,18.251470588235293,20.1,0,0,0,1,0,1,0,1,0,0,0,0,0
1,10.175,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0
62,108.58650793650793,110.8,1,0,1,0,1,1,0,1,1,1,0,1,0
41,71.45714285714286,73.0,0,0,1,1,1,1,0,1,0,0,0,1,1
64,96.21846153846154,100.05,1,0,0,0,1,1,0,0,0,0,0,1,1
4,63.92,82.85,1,0,0,0,1,0,0,0,0,0,0,1,0
24,77.52199999999999,84.35,1,0,1,0,1,0,1,0,1,0,0,0,0
14,19.633333333333333,19.55,0,0,0,0,0,1,0,1,0,0,0,0,0
3,14.575,19.95,0,0,0,1,0,0,0,0,0,0,0,0,0
4,88.57000000000001,99.8,1,0,0,0,1,0,0,0,0,1,1,1,1
18,29.105263157894736,35.0,0,0,1,0,1,0,0,0,0,0,0,0,1
8,60.71666666666667,66.25,0,0,1,1,1,0,0,0,0,0,0,0,0
35,22.141666666666666,23.3,0,1,0,0,0,0,0,0,0,0,0,0,0
1,38.0,76.0,1,0,1,0,0,0,0,0,0,0,0,0,1
66,24.982089552238804,25.3,0,1,0,1,1,0,0,0,0,0,0,0,0
8,38.16111111111111,44.55,0,1,0,1,1,0,1,0,1,0,0,0,0
71,102.94791666666667,104.1,1,0,0,0,1,1,1,1,0,0,0,1,0
43,91.79545454545455,92.55,1,0,0,0,1,0,0,1,0,0,0,1,0
2,56.949999999999996,93.85,1,0,1,0,1,0,0,0,0,0,1,0,1
29,98.28666666666666,101.45,1,0,0,1,1,0,0,0,0,1,1,1,0
15,81.775,84.3,1,0,1,0,1,0,0,1,0,0,0,1,1
65,92.10227272727273,94.55,1,1,0,1,0,0,1,1,1,1,0,1,0
35,94.94999999999999,95.5,1,0,1,1,0,0,0,0,1,0,0,1,0
64,101.59692307692308,100.3,1,0,0,1,1,1,1,0,0,1,0,0,0
58,53.67627118644068,55.5,0,1,0,0,1,0,0,1,1,0,0,1,0
18,45.56578947368421,49.85,0,0,0,0,1,0,0,0,0,1,1,0,0
67,93.72205882352942,89.55,1,0,0,1,1,0,0,1,0,1,0,0,0
63,18.39140625,19.15,0,1,0,1,1,0,0,1,0,0,0,0,0
60,98.12704918032787,99.8,1,0,1,0,1,0,0,1,0,1,0,0,0
9,73.25,84.4,1,0,0,1,1,0,0,0,0,0,1,0,1
70,110.83169014084507,113.05,1,1,0,0,1,0,1,1,1,1,0,1,0
15,94.003125,101.1,1,0,1,1,1,0,0,1,0,0,0,1,1
48,19.116326530612245,19.95,0,0,0,0,0,1,0,0,0,0,0,0,0
12,57.03076923076923,74.15,0,0,1,1,1,0,0,1,1,0,0,1,0
71,91.46111111111111,92.0,1,0,1,1,1,1,1,1,1,1,1,1,0
44,69.38666666666667,73.85,1,0,1,1,0,0,0,0,0,0,1,1,0
1,25.225,50.45,0,0,1,1,1,0,0,0,0,0,0,0,1
45,23.657608695652176,24.45,0,1,0,1,0,0,0,1,0,0,0,0,0
23,25.639583333333334,24.8,0,0,0,0,0,1,0,0,0,0,0,0,0
43,66.09545454545454,64.85,0,0,0,0,1,1,0,1,1,0,0,0,0
35,20.552777777777777,20.75,0,0,0,1,0,0,0,0,0,0,0,0,0
9,59.385000000000005,68.95,0,0,0,1,1,0,1,1,1,1,0,0,0
12,87.13461538461539,99.95,1,0,0,1,1,0,0,0,1,0,0,0,1
65,109.50681818181818,109.4,1,0,0,0,1,0,1,1,0,1,1,1,0
2,64.53333333333333,91.4,1,0,1,0,1,0,0,0,0,0,0,1,1
27,46.11964285714286,49.0,0,0,0,1,0,0,0,0,0,0,0,0,0
40,49.354878048780485,50.25,0,0,0,0,1,1,0,0,0,0,0,1,0
5,58.275,75.55,1,0,0,0,1,0,0,0,0,0,1,1,1
8,17.105555555555554,19.9,0,0,0,1,0,1,0,1,0,0,0,0,0
58,92.52203389830508,97.8,1,0,0,0,1,1,0,1,0,1,1,0,0
52,98.95188679245283,100.3,1,0,1,0,0,1,1,1,0,0,0,1,0
3,38.6375,55.8,0,0,0,1,1,0,0,1,1,0,0,1,0
41,107.31309523809523,111.15,1,1,1,1,1,0,1,0,1,1,0,1,0
20,96.75952380952381,98.55,1,0,0,1,1,0,0,0,1,0,0,0,0
1,25.025,50.05,0,0,1,1,1,0,0,0,0,0,0,0,0
4,66.49,80.8,1,0,0,1,0,0,0,0,1,0,0,0,1
23,19.745833333333334,20.85,0,0,1,1,0,0,0,0,0,0,0,0,0
6,15.257142857142856,19.5,0,0,0,0,0,0,0,0,0,0,1,0,0
8,16.955555555555556,19.35,0,0,0,1,1,0,0,1,0,0,0,0,0
18,63.126315789473686,69.5,0,0,0,1,0,0,1,0,0,0,0,1,0
52,48.20849056603774,48.8,0,0,0,1,1,0,1,0,0,0,1,0,0
31,93.1,94.5,1,0,1,1,1,0,0,0,0,1,0,0,0
29,21.828333333333333,20.65,0,0,0,1,1,0,0,1,0,0,0,0,0
36,103.63243243243244,106.05,1,1,0,0,1,0,1,1,1,1,0,1,0
16,90.27941176470588,100.0,1,0,1,0,1,0,0,1,0,1,0,0,1
42,106.65465116279069,108.3,1,0,1,1,1,1,0,1,1,0,0,1,0
1,10.275,20.55,0,0,1,1,0,0,0,0,0,0,0,0,1
60,97.39426229508197,99.65,1,1,1,0,1,0,0,0,0,1,0,1,0
5,70.69166666666666,85.3,1,0,1,1,1,0,0,0,0,1,0,1,1
22,97.17173913043477,95.9,1,0,0,1,0,0,1,1,1,0,0,0,0
36,18.02027027027027,20.0,0,0,0,1,0,1,0,1,0,0,0,0,0
4,56.2,70.4,1,0,1,0,0,0,0,0,0,0,0,0,1
9,54.779999999999994,64.95,0,0,0,1,0,0,1,0,1,0,0,0,0
1,37.3,74.6,1,0,0,1,0,0,0,1,0,1,0,0,0
12,43.934615384615384,49.2,0,0,1,1,1,0,1,1,0,0,0,0,0
23,73.19166666666666,73.75,0,0,0,0,1,1,0,0,1,0,0,0,0
62,90.97539682539683,92.3,1,0,0,1,1,1,1,0,0,1,0,0,0
37,91.46184210526316,98.8,1,0,0,1,0,0,0,0,1,0,0,0,1
8,17.427777777777777,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0
31,83.85,88.65,1,0,0,1,0,0,0,1,0,0,0,1,0
13,64.05357142857143,74.4,1,0,0,1,1,0,0,1,0,0,0,0,1
24,96.292,98.75,1,0,1,0,1,0,0,0,0,0,0,1,1
45,96.8836956521739,95.95,1,0,0,1,1,0,0,1,0,1,0,1,0
69,99.985,105.4,1,1,0,0,0,0,0,1,1,1,1,0,0
2,12.266666666666666,20.25,0,0,0,1,0,0,0,0,0,0,0,0,0
61,105.60806451612903,106.0,1,0,1,1,1,1,1,1,0,1,0,0,1
41,103.48571428571428,104.7,1,0,1,1,1,0,0,0,0,1,0,1,1
44,50.333333333333336,49.05,0,0,1,0,1,1,0,0,0,0,0,1,0
39,32.728750000000005,35.55,0,0,0,1,0,1,0,0,1,0,0,1,0
72,65.12739726027398,65.1,0,1,0,1,1,0,1,1,1,1,0,1,0
13,88.25357142857142,96.85,1,0,1,0,1,0,0,0,0,0,1,1,0
51,68.50961538461539,69.75,0,0,0,0,1,1,1,1,1,1,0,0,0
71,100.19097222222223,99.2,1,1,1,0,1,0,0,1,0,1,1,1,0
22,90.56304347826087,96.7,1,0,1,1,1,0,0,0,0,0,1,0,1
2,34.25,55.05,0,0,0,0,1,0,0,0,1,1,0,0,1
56,103.76140350877192,106.8,1,0,1,0,1,1,0,0,0,1,0,1,0
1,25.625,51.25,0,0,0,1,0,0,1,0,0,0,0,0,0
23,53.45208333333333,57.75,0,0,0,0,1,1,1,1,1,1,0,0,0
66,70.72910447761194,70.85,0,0,0,0,1,1,0,1,0,1,1,1,0
1,9.775,19.55,0,0,0,0,0,0,0,0,0,0,0,0,0
19,88.78999999999999,88.2,1,0,1,1,1,0,0,0,0,1,1,0,1
11,66.30416666666666,79.5,1,0,0,1,1,0,1,0,0,0,0,1,0
8,16.11111111111111,19.75,0,0,0,0,1,1,0,1,0,0,0,0,1
52,94.21509433962264,98.15,1,0,0,0,0,0,1,1,0,1,0,1,0
3,15.3625,20.25,0,0,1,1,1,0,0,0,0,0,0,0,0
51,77.2798076923077,79.15,1,0,0,0,1,0,1,1,0,1,0,0,0
15,71.665625,75.65,1,0,1,1,0,0,0,0,0,0,1,0,1
64,93.55999999999999,94.25,1,0,1,1,1,0,0,1,0,1,1,1,0
37,38.91710526315789,40.2,0,0,0,0,1,0,0,0,0,0,0,1,0
13,17.40357142857143,19.95,0,1,0,1,0,0,0,0,0,0,0,0,0
49,52.678999999999995,55.35,0,0,1,1,1,1,1,1,0,0,0,0,0
45,102.94239130434784,102.15,1,0,0,0,1,1,0,0,0,0,1,1,0
18,65.67105263157895,71.1,1,0,1,0,1,0,0,0,0,0,0,0,0
1,37.35,74.7,1,0,1,1,1,0,0,0,0,0,1,0,1
68,54.992753623188406,54.1,0,1,0,1,1,0,1,1,0,0,0,1,0
54,18.34,19.65,0,1,0,1,0,0,0,0,0,0,0,0,0
23,88.77291666666667,88.45,1,0,0,0,1,0,0,1,0,1,1,1,0
17,72.975,76.65,1,0,1,1,1,0,0,0,0,0,0,1,1
71,79.54374999999999,80.4,0,1,0,1,0,0,1,1,1,1,0,1,0
67,20.189705882352943,19.25,0,1,0,0,1,0,0,1,0,0,0,0,0
14,80.26,84.8,1,0,1,0,1,0,0,1,0,0,0,0,0
1,12.9,25.8,0,0,0,0,1,0,0,0,0,0,1,0,1
63,18.9859375,19.5,0,1,0,0,0,0,0,0,0,0,0,0,0
41,68.50119047619049,68.6,0,0,1,0,1,1,0,0,1,0,0,1,0
17,87.76111111111112,92.6,1,0,1,0,0,0,0,1,0,0,0,0,0
56,96.75350877192982,100.55,1,0,1,1,1,1,1,1,0,0,0,0,0
5,16.016666666666666,20.55,0,0,0,0,0,0,0,0,0,0,0,0,0
2,24.133333333333336,42.6,0,0,1,0,1,0,1,0,0,1,0,0,1
3,13.8125,19.6,0,0,0,0,1,0,0,1,0,0,0,0,0
37,64.29736842105264,67.45,0,0,1,1,0,1,1,0,1,1,0,1,0
29,65.68333333333334,68.85,0,0,0,0,1,0,1,0,0,1,0,1,1
8,37.266666666666666,43.55,0,0,0,1,0,0,0,0,0,0,0,0,0
63,109.42109375,109.85,1,0,0,0,1,0,0,0,1,1,0,1,0
7,19.86875,20.65,0,0,0,0,0,0,0,1,0,0,0,0,0
3,73.2875,95.4,1,0,1,0,0,0,0,0,0,1,0,0,0
72,20.46232876712329,21.0,0,1,0,1,0,0,0,1,0,0,0,0,0
19,54.67,56.2,0,0,1,0,1,0,0,0,0,0,0,0,0
59,17.63083333333333,18.4,0,1,0,0,0,0,0,1,0,0,0,0,0
2,63.35,90.0,1,0,0,1,0,0,0,1,1,0,0,1,1
35,24.515277777777776,25.75,0,0,1,0,1,0,0,1,0,0,0,0,0
14,20.026666666666664,19.6,0,0,0,1,0,0,0,0,0,0,0,0,0
14,68.39666666666668,75.35,1,0,1,0,0,0,0,0,0,0,0,1,1
69,20.527857142857144,19.8,0,1,0,0,0,0,0,1,0,0,0,0,0
7,59.375,64.2,0,0,1,1,0,0,1,1,1,1,1,0,0
69,76.97357142857142,75.75,0,1,0,1,1,0,1,1,1,1,0,1,0
72,78.49520547945205,78.95,0,1,1,0,1,0,0,1,1,1,0,0,0
8,91.0611111111111,100.85,1,0,1,1,0,0,0,0,0,1,0,0,1
4,43.42,50.3,0,0,1,0,0,0,1,1,0,0,0,0,0
63,76.50546875,80.3,1,0,0,1,1,0,0,1,0,1,0,1,0
72,19.645205479452052,19.85,0,1,0,1,0,0,0,0,0,0,0,0,0
46,19.938297872340424,21.1,0,1,1,0,1,0,0,0,0,0,0,0,0
5,55.025,69.95,1,0,1,0,0,0,0,1,0,0,0,0,1
30,47.57741935483871,50.0,0,0,0,1,1,0,0,1,0,0,0,1,0
63,102.1328125,104.75,1,1,0,1,1,0,0,0,0,1,0,1,0
60,18.49344262295082,19.85,0,1,0,0,0,0,0,0,0,0,0,0,0
63,107.40234375,107.5,1,0,1,0,1,1,0,1,0,1,0,1,1
25,84.57884615384616,85.9,1,0,1,1,0,0,0,1,1,0,0,0,0
1,22.925,45.85,0,0,0,1,1,0,0,0,0,0,0,0,1
6,65.3,80.8,1,0,1,1,1,0,0,1,0,0,1,1,0
22,24.630434782608695,25.25,0,1,0,1,0,0,0,0,0,0,0,0,0
31,77.2375,80.55,0,1,0,0,0,0,0,1,1,1,0,0,0
39,77.6825,81.5,1,0,0,0,1,0,0,1,1,0,0,1,0
26,19.196296296296296,20.9,0,0,0,1,0,0,0,0,0,0,0,0,0
53,106.84722222222223,106.1,1,0,0,0,1,1,1,1,0,1,0,1,1
1,45.85,91.7,1,0,1,0,0,0,0,0,1,1,0,0,1
12,64.02307692307691,67.25,0,0,1,1,1,0,1,0,1,1,0,0,0
16,91.50882352941177,95.6,1,0,0,0,1,0,0,0,0,1,0,1,1
2,15.1,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0
39,44.765,45.05,0,0,0,1,0,1,1,0,1,0,0,0,0
1,37.475,74.95,1,0,1,1,1,0,0,0,0,0,0,0,1
7,30.825,34.65,0,0,0,0,0,0,1,1,1,0,0,0,0
4,52.33,69.35,1,0,1,1,0,0,0,0,0,0,1,0,0
10,81.66818181818182,95.35,1,0,1,1,1,0,0,0,0,0,1,0,1
55,80.52678571428571,81.55,1,0,1,0,1,0,0,0,0,1,0,1,0
72,75.07191780821918,75.4,0,1,0,1,1,0,0,1,0,1,0,1,0
10,59.377272727272725,67.8,0,0,0,0,1,0,0,1,0,0,0,1,0
11,98.58749999999999,111.4,1,0,1,1,1,0,0,0,1,1,1,1,0
15,39.965625,46.3,0,0,1,0,0,0,0,1,0,0,0,0,0
23,19.947916666666668,20.4,0,1,0,0,0,0,0,1,0,0,0,0,0
1,10.025,20.05,0,0,0,1,0,0,0,0,0,0,0,0,0
3,31.775,45.0,0,0,1,0,0,0,0,0,0,0,1,0,1
47,91.48854166666666,96.1,1,0,1,1,1,1,1,1,0,1,0,1,0
15,16.9125,19.65,0,0,0,0,0,1,0,0,0,0,0,0,0
66,100.15671641791045,99.5,1,0,1,1,0,0,0,0,0,1,0,1,1
68,57.62173913043478,60.65,0,0,0,0,1,1,0,1,1,1,1,1,0
17,94.71944444444445,98.6,1,0,0,0,0,1,0,1,1,0,0,1,1
7,51.99375,59.5,0,0,0,0,1,0,0,0,1,0,0,0,1
12,73.0923076923077,80.45,1,0,1,1,1,0,0,1,0,0,1,0,1
21,68.04772727272727,71.7,0,0,0,0,0,1,0,1,0,1,1,1,0
21,35.461363636363636,36.0,0,0,0,1,1,0,0,0,1,1,0,0,0
56,61.61666666666667,65.2,0,0,0,0,0,1,1,1,0,0,0,0,0
6,39.035714285714285,48.95,0,0,0,0,1,0,0,1,0,0,0,0,0
65,53.301515151515154,53.5,0,1,0,0,1,0,0,0,0,1,1,1,0
42,78.5093023255814,80.45,0,0,0,1,0,1,1,1,1,0,0,0,0
68,108.8195652173913,109.05,1,1,0,0,1,0,1,1,1,0,0,1,0
48,25.409183673469386,26.3,0,1,0,1,0,0,0,1,0,0,0,0,0
50,104.86176470588235,106.8,1,0,1,0,1,1,0,0,1,1,1,0,0
7,61.70625,64.95,0,0,1,0,1,0,0,0,0,1,1,1,0
63,19.74765625,19.35,0,1,1,0,0,0,0,1,0,0,0,0,0
17,21.419444444444444,21.1,0,0,0,1,0,0,0,0,0,0,0,0,0
42,78.69767441860465,77.95,1,0,0,0,1,0,0,1,0,0,0,0,1
4,16.84,18.85,0,0,0,1,0,0,0,1,0,0,0,0,0
62,26.011111111111113,26.0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,55.13333333333333,74.7,1,0,1,1,1,0,0,0,0,1,1,0,1
2,40.083333333333336,70.35,1,0,1,0,1,0,0,1,0,0,0,0,0
48,91.29489795918367,96.9,1,1,0,1,1,0,1,1,0,1,0,1,0
27,18.59107142857143,19.55,0,1,0,1,0,0,0,1,0,0,0,0,0
70,80.5330985915493,80.4,0,1,0,0,1,0,0,1,1,1,0,1,0
1,44.4,88.8,1,0,1,1,1,0,0,0,0,0,1,1,1
46,91.75531914893617,94.65,1,0,1,1,1,1,0,1,0,1,0,1,0
30,88.88225806451612,90.25,1,0,1,1,1,0,0,0,0,0,0,0,1
15,62.159375,64.65,0,0,0,0,1,0,1,0,0,0,0,0,1
69,93.01785714285714,95.75,1,0,0,1,0,1,0,1,0,1,0,1,0
65,18.46439393939394,19.55,0,1,0,1,1,0,0,0,0,0,0,0,0
72,102.02328767123288,104.1,1,1,0,1,1,0,1,1,1,0,1,1,0
13,83.52499999999999,89.05,1,0,0,1,1,0,0,1,1,1,1,0,1
17,15.527777777777779,20.1,0,0,0,1,1,1,0,0,0,0,0,0,0
51,110.00673076923077,111.55,1,0,1,1,1,1,1,1,1,0,0,1,0
51,60.027884615384615,60.5,0,1,0,1,0,0,1,1,1,1,0,0,0
72,88.6109589041096,90.95,0,1,0,0,1,0,1,1,1,1,0,1,0
67,87.04117647058824,87.4,1,0,1,1,0,1,0,1,0,1,0,1,1
34,19.302857142857142,19.7,0,0,0,1,0,0,0,0,0,0,0,0,0
67,51.78970588235294,50.95,0,1,0,1,1,0,1,1,1,1,0,0,0
49,18.462,20.05,0,0,0,0,1,1,0,1,0,0,0,0,0
53,20.562037037037037,19.4,0,1,0,1,1,0,0,1,0,0,0,0,0
27,57.558928571428574,59.45,0,0,1,1,0,0,0,0,1,0,0,1,0
23,95.56666666666666,94.75,1,0,1,0,1,0,0,0,0,1,1,0,1
69,79.33214285714286,81.5,0,1,0,1,1,0,1,0,1,1,0,1,0
2,14.916666666666666,29.05,0,0,0,0,0,0,0,1,1,0,0,0,0
35,84.14166666666667,86.45,1,0,1,0,1,0,0,0,0,0,0,0,1
46,68.74574468085106,70.6,0,0,0,0,0,1,1,1,1,1,0,0,0
54,93.26272727272728,97.2,1,1,0,0,1,0,0,0,0,1,0,0,0
56,96.63771929824561,98.25,1,0,1,0,1,1,0,1,0,1,0,0,1
9,65.59,75.75,1,0,0,0,1,0,0,1,0,0,0,1,1
20,56.72380952380953,59.2,0,0,0,1,0,0,1,0,1,0,0,0,0
11,72.2,75.9,1,0,0,1,1,0,0,0,0,1,0,0,0
30,84.74838709677418,90.05,1,0,1,0,1,0,0,1,0,1,1,0,0
68,68.71666666666667,70.95,0,1,0,1,0,0,1,1,0,1,0,1,0
38,102.8,102.6,1,0,1,1,1,0,0,1,0,1,1,1,0
17,81.30277777777778,85.35,1,0,0,0,1,0,1,1,0,0,1,1,1
48,103.73061224489797,106.1,1,0,0,1,1,1,0,0,0,1,0,1,1
1,21.9,43.8,0,0,1,0,0,0,0,0,0,0,0,0,0
63,57.93125,59.0,0,1,1,1,0,0,1,1,0,1,0,1,0
3,55.1125,69.95,0,0,1,0,1,1,0,0,0,0,0,1,0
48,23.136734693877553,24.35,0,0,0,0,0,1,0,0,0,0,0,0,0
66,29.599253731343286,29.45,0,0,0,1,0,1,0,0,1,0,0,0,0
68,83.28623188405797,84.4,1,1,0,0,1,0,0,1,0,1,0,1,0
17,42.81111111111111,45.05,0,0,1,1,1,0,0,0,0,0,1,0,1
7,16.75625,20.65,0,0,0,0,0,1,0,1,0,0,0,0,0
72,85.34383561643835,87.1,0,1,0,1,1,0,1,1,1,1,0,1,0
29,19.101666666666667,19.85,0,0,0,0,0,0,0,1,0,0,0,0,0
37,89.98157894736842,90.35,1,0,1,1,1,0,0,1,1,0,0,1,0
34,102.49285714285715,109.8,1,0,0,0,1,0,1,0,0,1,0,1,1
42,82.35697674418604,84.65,1,0,1,0,1,0,0,0,0,0,1,0,1
59,63.355000000000004,65.5,0,0,0,0,0,1,1,1,1,1,0,0,0
11,72.375,79.5,1,0,0,1,1,0,0,1,0,0,0,0,1
60,79.65737704918034,80.95,1,0,1,1,1,0,1,1,0,0,1,0,0
27,51.40535714285714,56.15,0,0,0,0,1,0,0,0,1,1,0,0,0
1,42.9,85.8,1,0,0,0,0,0,0,0,0,0,0,0,1
1,39.55,79.1,1,0,1,1,1,0,0,0,0,0,1,0,1
17,32.93055555555556,34.4,0,0,0,1,0,0,1,1,0,0,0,1,0
58,20.10084745762712,20.75,0,1,0,1,0,0,0,1,0,0,0,0,0
1,9.4,18.8,0,0,0,1,0,1,0,1,0,0,0,0,0
3,33.625,44.3,0,0,0,0,0,0,0,1,0,0,0,0,1
53,91.13333333333333,90.8,1,0,1,0,0,0,1,0,0,1,0,1,0
35,25.03472222222222,25.6,0,0,1,1,1,0,0,0,0,0,0,0,0
50,104.74117647058824,105.95,1,0,0,1,0,0,1,1,0,0,0,1,1
68,70.4340579710145,70.8,0,1,0,1,0,0,0,1,1,1,0,0,0
47,23.733333333333334,25.4,0,0,1,1,0,0,0,1,0,0,0,0,0
65,107.30984848484849,108.8,1,0,0,0,1,0,0,1,0,1,1,1,0
5,54.1,69.75,1,0,1,1,1,0,0,0,0,0,0,0,1
51,92.55288461538461,94.65,1,0,1,1,1,0,0,1,0,0,0,0,1
46,93.6063829787234,96.05,1,0,0,0,0,0,0,0,0,0,0,0,1
9,66.35499999999999,76.85,1,0,1,0,1,0,0,0,0,0,0,0,0
8,19.405555555555555,20.25,0,1,0,0,0,0,0,0,0,0,0,0,0
14,21.446666666666665,24.8,0,0,0,1,1,1,0,0,0,0,0,0,0
45,111.42391304347827,115.65,1,0,1,0,1,0,1,0,1,1,0,1,0
8,60.98888888888889,74.6,1,0,0,0,1,0,0,0,0,0,0,0,0
1,25.075,50.15,0,0,0,1,1,0,0,0,0,0,1,1,1
66,104.94477611940299,103.15,1,0,0,1,1,1,1,1,0,1,0,1,0
72,68.72123287671232,72.1,0,1,0,1,0,0,1,1,1,1,0,1,0
41,109.40357142857142,113.6,1,0,0,0,1,0,1,1,1,1,0,1,1
23,25.477083333333336,25.1,0,1,0,0,0,0,0,1,0,0,0,0,0
29,79.47166666666666,78.9,1,0,1,0,1,0,0,0,0,0,0,0,1
4,63.970000000000006,80.15,1,0,1,0,1,0,1,0,0,0,0,0,0
6,21.900000000000002,25.4,0,1,0,1,0,0,0,1,0,0,0,0,0
67,103.46470588235294,105.4,1,0,0,0,1,1,1,1,1,1,1,1,0
7,43.025,45.75,0,0,0,1,1,0,0,0,0,0,1,0,0
56,25.116666666666667,24.45,0,0,0,1,1,1,0,1,0,0,0,0,0
72,25.33150684931507,25.0,0,1,0,0,0,0,0,1,0,0,0,0,0
72,83.33013698630137,85.25,0,1,1,1,1,0,1,1,0,1,0,1,0
23,17.777083333333334,19.6,0,1,0,1,0,0,0,1,0,0,0,0,0
35,45.981944444444444,50.15,0,0,0,0,0,0,0,0,0,0,0,0,0
27,69.425,70.55,1,0,1,1,1,0,0,1,0,0,1,0,0
26,59.85740740740741,60.05,0,0,1,0,1,0,0,1,1,1,0,0,1
12,24.226923076923075,26.4,0,0,0,1,0,1,0,1,0,0,0,0,0
40,19.63048780487805,20.15,0,1,0,0,0,0,0,0,0,0,0,0,0
7,58.2125,58.85,0,0,0,1,0,0,1,1,0,1,0,1,0
70,93.93028169014084,97.55,1,0,0,1,1,0,1,1,0,1,0,0,0
60,19.045081967213115,19.65,0,1,0,1,0,0,0,1,0,0,0,0,0
39,23.69375,25.25,0,0,0,1,1,1,0,1,0,0,0,0,0
72,114.7267123287671,114.45,1,1,0,1,0,0,1,1,1,1,0,1,0
1,17.35,34.7,0,0,1,0,1,0,0,0,0,0,0,0,1
54,68.54545454545455,70.7,0,0,1,1,1,1,0,1,1,1,0,0,0
3,66.2,85.3,1,0,1,1,1,0,0,0,0,0,0,0,1
63,73.56015625,75.55,0,1,0,0,0,0,1,1,1,1,0,1,0
71,85.44999999999999,84.8,1,1,1,1,1,0,0,1,1,1,0,0,0
42,22.28139534883721,20.65,0,0,0,0,1,1,0,0,0,0,0,0,0
47,19.645833333333332,20.45,0,1,0,1,0,0,0,0,0,0,0,0,0
66,98.73358208955223,102.45,1,0,0,0,1,1,0,1,0,1,0,1,1
21,100.01136363636364,104.4,1,0,0,0,1,0,1,1,0,0,0,1,1
11,35.425000000000004,35.65,0,0,1,1,1,0,0,0,1,1,0,0,0
1,49.875,99.75,1,0,1,1,1,0,0,0,0,0,0,1,1
55,90.08571428571429,90.45,1,0,1,0,0,0,0,1,1,1,1,1,0
69,96.33642857142857,97.65,1,1,0,1,1,0,0,0,1,1,0,1,0
3,49.1,73.85,1,0,1,0,0,0,0,0,0,0,1,1,0
4,59.94,74.4,0,0,1,1,1,0,0,0,1,0,0,1,1
30,67.54516129032258,69.1,0,1,0,1,1,0,0,0,1,0,1,1,0
5,69.625,82.75,1,0,1,0,1,0,0,0,1,0,0,1,0
71,23.96388888888889,24.4,0,1,0,0,1,0,0,1,0,0,0,0,0
29,54.00666666666667,55.25,0,0,1,0,1,1,0,0,0,1,0,0,0
52,59.80283018867925,61.35,0,0,0,1,0,0,0,1,1,1,0,0,0
68,75.84420289855072,76.75,0,0,0,1,0,1,1,0,0,1,0,1,0
46,20.592553191489362,19.4,0,1,0,0,0,0,0,1,0,0,0,0,0
8,48.672222222222224,54.75,0,0,0,1,1,0,0,0,0,0,0,0,0
72,19.478082191780825,19.7,0,1,0,1,0,0,0,1,0,0,0,0,0
17,17.952777777777776,19.9,0,0,0,0,0,1,0,0,0,0,0,0,0
3,79.65,107.95,1,0,1,1,1,0,0,0,1,1,0,1,0
2,54.56666666666666,83.8,1,0,0,0,1,0,0,0,0,1,1,0,0
9,63.964999999999996,74.25,1,0,0,0,1,0,1,0,0,0,0,0,1
51,56.31730769230769,56.4,0,0,0,0,1,1,0,0,0,1,0,1,0
6,14.335714285714285,20.1,0,1,0,0,0,0,0,1,0,0,0,0,0
3,68.3,94.9,1,0,1,0,0,0,0,1,0,0,0,0,0
17,89.34166666666667,94.2,1,0,1,0,1,0,0,0,0,0,1,0,0
30,46.51451612903226,49.9,0,0,1,1,0,0,0,1,0,0,0,0,0
